image_00438.jpg 0.5 #['0000000000000000000', '1111111111111111111']
image_00247.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00248.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00249.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00266.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00267.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00268.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00269.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00270.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00271.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00273.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00274.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00275.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00277.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00278.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00279.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00280.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00302.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00303.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00312.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00313.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00314.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00315.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00316.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00317.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00318.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00319.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00320.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00321.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00322.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00323.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00324.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00325.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00326.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00327.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00328.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00329.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00330.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00331.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00332.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00333.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00334.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00335.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00336.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00337.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00338.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00339.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00340.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00341.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00342.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00355.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00356.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00357.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00358.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00359.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00360.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00394.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00395.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00396.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00397.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00398.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00399.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00400.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00406.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00407.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00408.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00409.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00410.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00411.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00412.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00413.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00414.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00415.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00416.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00417.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00418.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00419.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00420.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00421.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00422.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00423.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00424.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00425.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00426.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00427.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00428.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00429.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00430.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00431.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00432.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00433.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00434.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00435.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00436.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00439.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00440.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00441.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00442.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00443.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00444.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00445.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00446.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00461.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00462.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00481.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00482.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00483.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00484.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00485.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00486.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00487.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00488.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00489.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00490.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00491.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00492.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00500.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00501.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00502.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00503.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00504.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00505.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00506.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00507.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00508.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00509.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00510.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00511.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00512.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00513.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00514.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00515.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00516.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00517.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00518.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00519.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00520.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00521.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00522.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00523.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00524.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00525.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00526.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00527.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00528.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00529.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00530.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00531.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00532.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00533.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00534.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00535.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00536.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00537.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00538.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00539.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00540.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00541.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00542.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00543.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00544.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00545.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00546.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00547.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00548.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00549.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00550.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00551.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00552.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00553.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00554.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00555.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00556.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00557.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00558.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00559.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00560.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00561.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00562.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00563.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00564.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00565.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00566.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00567.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00568.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00569.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00570.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00571.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00572.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00573.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00574.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00575.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00576.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00577.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00578.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00579.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00580.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00581.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00582.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00583.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00584.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00585.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00586.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00587.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00588.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00589.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00590.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00591.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00592.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00593.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00594.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00595.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00596.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00597.jpg 0.0 #['0000000000000000000', '0000000000000000000']
image_00598.jpg 0.0 #['0000000000000000000', '0000000000000000000']
